Model,low_mr_Acc_2,low_mr_F1_score,low_mr_Acc_7,low_mr_MAE,medium_mr_Acc_2,medium_mr_F1_score,medium_mr_Acc_7,medium_mr_MAE,high_mr_Acc_2,high_mr_F1_score,high_mr_Acc_7,high_mr_MAE,F1_score,Loss
imder,"(59.18, 0.0)","(58.55, 0.0)","(23.53, 0.0)","(140.41, 0.0)","(49.02, 0.0)","(49.58, 0.0)","(9.8, 0.0)","(151.22, 0.0)","(63.27, 0.0)","(62.83, 0.0)","(29.41, 0.0)","(136.3, 0.0)","(56.99, 0.0)","(112776.29, 0.0)"
